Time,D
9.924259233682989,75.16022915106036
12.829600539768286,75.25621221945073
15.73494184585359,75.43364660750082
18.739328878282706,75.45792958853589
21.545624458024186,75.43216586008974
24.450965764109483,75.4772418536928
27.356307070194788,75.66485765670035
30.261648376280085,75.59793808577129
33.16698968236538,75.62265124945942
36.07233098845068,75.63718299819008
38.97767229453598,75.67207757683568
41.88301360062128,75.6967907405238
44.78835490670659,75.72150390421193
47.69369621279188,75.82766838755975
51.39140332962772,76.03220555925789
54.29674463571301,76.02637447807363
57.202085941798316,75.93909207722965
60.10742724788361,76.0452565605775
63.01276855396891,76.02924406443576
65.91810986005422,75.98268732342164
68.8234511661395,75.93613058240753
71.72879247222481,76.06265789567027
74.6341337783101,76.10773388927333
77.5394750843954,76.16299129783386
80.2184261588377,76.24686725020015
83.45580647133274,76.19600788028016
86.2554990026513,76.18622371411091
89.16084030873661,76.14984838805425
92.0661816148219,75.93020759276327
94.9715229209072,75.86328802183422
97.8768642269925,75.94908967526713
100.7822055330778,75.85162585946568
103.68754683916309,75.81525053340904
106.59288814524841,75.89087077188448
109.4982294513337,75.81376978599798
112.50261648376282,75.90550464112624
115.30891206350431,75.80210762362945
118.2142533695896,75.75555088261532
121.11959467567489,75.52572867236685
124.02493598176018,75.6624374005871
126.9302772878455,75.44279660529608
129.8356185939308,74.67335940230207
132.7409599000161,75.77730255148131
135.64630120610138,75.52711751131794
138.55164251218667,75.35838379081424
141.45698381827196,75.8208977976733
144.65946230338875,75.2550710227391
147.79591030427628,75.11121130572855
150.70125161036157,75.21737578907639
153.60659291644686,75.51698715661601
156.51193422253215,75.54170032030414
159.4172755286175,75.68859046348183
162.32261683470279,75.93729475623415
165.22795814078808,75.51402566179388
168.02765067210663,75.52664060853105
171.03864075295866,76.21506254644781
173.54779915366868,75.13681291786331
176.8493233651293,75.22598454816277
179.75466467121458,75.62741006527706
182.66000597729987,75.48922058964577
185.56534728338517,75.54447799820629
188.47068858947046,75.71173097129889
191.37602989555575,75.54299725079521
194.2813712016411,75.53716616961096
197.18671250772638,75.53133508842669
200.09205381381167,75.63749957177453
202.99739511989696,75.69275698033503
205.70464497329465,75.4243421524325
208.91372650683428,75.01205637426317
211.71341903815284,74.9116576149725
214.61876034423818,74.89564511883076
217.52410165032347,74.96108394234875
220.42944295640876,74.9756156910794
223.33478426249405,75.14286866417201
226.24012556857934,74.7603252295616
229.14546687466463,74.91739678769677
232.05080818074998,75.4104550394282
234.95614948683527,75.30280980866931
237.93695420346825,75.57251883169208
240.76683209900585,75.72894848947169
243.67217340509114,75.51948910913818
246.5775147111765,75.47293236812405
249.48285601726178,75.34492430745023
252.38819732334707,75.25764190660625
255.29353862943236,75.27217365533691
258.19887993551765,75.27652398911012
260.7080383362277,75.27623166914707
264.00956254768823,77.31132623319172
266.9149038537736,78.83270739562698
269.5032988355586,78.43932284755736
274.1782571189868,88.87227696316147
289.6293904286223,72.55619583133954
292.5956829509191,72.42774900159789
295.44007304079287,73.23121354443549
297.1002680728416,71.76233953931016
299.48994274018446,71.8887955141016
302.35126372345036,73.3298781272467
305.32263551376485,74.4751085990669
308.21951137315415,74.26331467402345
309.658637311483,75.3612908213638
311.4005843716251,74.43747852801603
313.7965476565136,74.80664505098996
317.52727001546407,75.66854612191092
320.3849226384949,74.68100482456703
322.3805106063111,76.50235250698609
323.7341355330099,74.8043787415472
326.43038030570267,75.1181906753266
329.082604755576,74.38789172555089
332.0539765458906,74.11917819515334
335.05836357831964,74.43363150247615
338.0737556914537,74.30571109524102
340.7578369538937,72.71000980488995
340.7369852220318,76.95092763141508
343.11408265428344,72.171337584096
345.90937315332,73.17152041800774
346.67972880266086,78.02306645506611
348.05316287462847,71.69337055560963
348.89175002433944,73.60442827035618
351.30186269870563,75.47285577774072
353.1947365799431,76.77690577044454
355.55422588306686,75.7890157741054
358.5652159639189,76.47132886304766
361.4705572700042,76.46040707438468
365.16826438684006,75.72825406999617
368.07360569292536,75.48825044479024
370.97894699901065,74.89189729607311
373.88428830509594,75.37477413284708
376.7896296111812,76.33617747262184
379.8930623699542,75.19807628898337
380.0647416289501,74.67595734810466
379.48367336773305,79.86014253868757
383.23860690423425,74.65255660318512
382.6003122233518,80.76768479769036
385.4853364573666,75.04426816852771
386.1470925190923,72.46538411321247
386.82626321402137,78.29493057208137
271.43430290872624,75.64074680180893
271.43430290872624,72.27232574917734
272.0962888665998,79.57620229108376
272.0962888665998,81.54111457178553
272.42728184553664,84.07024582519487
273.4202607823471,86.32430625208958
276.0682046138416,87.46963698111878
277.3921765295888,86.91949532808954
277.72316950852564,84.95739851132343
279.04714142427287,85.81076563022398
279.70912738214645,88.06201059318305
281.36409227683055,89.76029843917718
282.35707121364095,87.24242904151049
283.3500501504514,84.44385788945785
284.34302908726187,82.20669024617712
285.00501504513545,79.96670713896073
285.66700100300903,77.16532052297241
286.9909729187563,73.8081613260835
